articles,million,bhd,said,share,wa,year,price,petrona,ha,stock,market,sen,compani,oil,group,billion,thi,s,contract,malaysia,profit,trade,research,ga,also,includ,us,expect,today,project,net,revenu,hold,klci,per,end,valu,earn,sdn,quarter,last,kuala,lumpur,develop,valuat,fbm,activ,higher,note,point,may,new,base,time,financi,oper,lower,servic,product,first,fundament,close,investor,due,counter,accord,manag,bank,bursa,would,gain,say,top,gainer,work,fell,secur,2015,31,remain,score,rate,current,construct,rose,industri,report,invest,busi,edg,ad,one,continu,two,unit,high,local,target,index,month
0,0,26,4,2,1,1,0,2,0,1,3,0,2,1,1,2,0,0,0,1,0,1,2,3,0,4,2,1,1,0,0,0,2,3,0,0,1,1,0,0,0,2,2,1,0,3,1,2,0,3,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,1,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2,0,0,4,0
1,7,4,0,3,1,5,0,0,5,1,1,0,0,0,5,5,2,0,2,0,0,1,1,0,2,0,8,1,0,4,2,1,2,0,3,1,2,1,0,1,1,0,0,0,0,0,0,2,1,2,0,2,1,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2,3,5,6,3,2,7,1,3,0,0,5,2,3,7,0,2,6,4,0,0,1,2,2,0,0,2,2,2,0,0,0,1,0,4,0,2,0,1,0,0,1,1,0,0,0,0,0,2,0,3,0,2,1,1,0,0,1,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,1,2,0,2,0,1
3,0,3,0,0,1,1,1,4,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,5,1,0,0,0,0,0,0,0,2,0,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1,2,0,1,1,0,0,1,0,0,0,2,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5,1,4,5,2,1,0,0,3,2,1,1,2,0,3,1,1,0,2,7,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6,2,1,0,2,1,1,0,1,2,2,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,8,3,4,3,0,4,1,5,3,1,1,1,4,2,0,0,2,0,13,1,3,1,0,1,0,0,0,1,0,0,2,1,0,0,1,2,2,1,2,0,1,1,1,0,0,0,0,0,1,1,0,0,0,4,2,0,1,0,1,0,0,1,0,1,1,1,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,0,0,0,1
8,2,4,3,3,1,3,1,3,1,1,3,1,3,1,1,0,0,0,9,2,0,1,0,1,0,0,0,1,2,0,1,0,0,0,1,1,1,1,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1
9,0,4,0,1,0,3,3,1,1,1,0,1,0,2,6,2,1,0,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,1,1,2,0,1,0,0,1,0,0,1,0,0,0,0,2,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0
10,2,5,2,2,0,4,1,1,2,1,3,0,1,0,0,0,1,0,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
11,0,2,0,1,1,3,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12,2,5,2,2,0,4,1,2,2,2,3,0,1,0,0,0,1,0,5,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
13,0,6,1,0,21,4,0,1,0,1,0,0,0,0,3,2,3,0,0,4,2,0,0,0,3,2,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,12,0,1,0,2,0,1,0,1,0,0,8,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0
14,9,24,5,31,58,63,76,4,7,54,22,7,22,2,7,12,30,0,2,3,6,2,39,6,24,10,1,9,2,5,9,3,21,2,2,1,3,16,1,3,10,1,0,4,2,3,4,7,12,5,12,8,6,29,0,1,3,0,7,2,1,11,9,3,4,10,5,5,0,19,17,1,1,0,3,0,7,2,1,10,0,2,6,14,3,8,4,6,3,4,0,4,10,7,0,8,1,30,3,14
15,1,3,0,3,4,1,3,5,0,3,0,4,0,3,1,2,0,0,1,4,0,2,0,1,0,0,7,1,2,0,0,0,1,3,0,0,0,0,0,0,1,1,1,0,0,1,0,3,0,2,1,0,0,2,0,0,0,0,0,2,0,1,0,0,2,0,0,0,3,0,3,0,2,2,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0
16,2,2,1,2,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17,1,4,2,4,1,0,0,4,0,1,0,3,1,3,0,0,2,5,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
18,2,3,2,2,0,1,0,2,0,0,0,3,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19,0,2,0,1,1,0,1,4,0,1,0,1,0,2,0,0,0,2,0,3,0,1,0,5,0,0,1,0,4,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
20,1,3,2,2,0,0,0,3,0,0,0,3,1,0,2,0,0,1,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
21,3,4,1,4,2,3,2,2,1,1,3,4,0,0,2,1,0,0,1,0,0,4,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,3,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0
22,0,3,1,3,3,0,1,4,0,1,4,1,1,0,1,2,0,4,0,2,1,1,1,3,0,0,1,1,1,0,0,0,0,3,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,2,0,2,0,0,2,0,1,1,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,27,1,0,5,12,4,10,13,1,6,0,14,20,5,2,13,0,4,5,0,1,0,16,3,0,4,1,0,6,0,0,3,0,1,1,0,0,6,0,6,0,0,3,1,0,7,0,0,0,2,1,0,8,2,0,0,2,1,2,1,0,1,0,0,1,3,15,0,3,0,16,1,0,4,1,0,1,0,0,0,1,3,1,0,11,3,6,1,4,0,2,2,2,2,0,5,0,0,2
24,1,3,1,3,2,4,1,2,0,0,1,3,1,0,0,1,1,3,1,0,0,4,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
25,1,4,0,4,2,2,0,1,1,1,0,0,1,0,6,0,2,3,1,0,0,0,0,0,3,1,0,0,1,1,1,0,0,0,2,2,1,1,3,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,0,0,2,0,0,1,0,0,0,0,0
26,1,2,2,3,1,0,0,1,0,1,0,6,0,1,2,0,1,6,1,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
27,1,3,1,2,2,1,3,1,2,1,2,4,1,5,1,1,0,0,1,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28,1,3,1,3,0,0,0,1,0,1,0,3,1,4,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29,1,3,1,3,0,0,0,1,0,1,0,3,1,4,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,14,1,0,2,0,4,2,1,8,3,1,1,7,1,10,1,5,0,0,4,4,2,0,0,2,1,8,1,1,0,3,5,1,0,0,2,0,1,0,2,2,0,0,0,0,0,1,0,1,0,5,3,0,2,0,6,0,1,5,0,0,1,1,0,0,0,3,0,0,1,0,11,2,0,3,0,1,1,0,0,0,0,4,0,1,1,0,2,5,0,0,6,2,1,0,0,0,2,0,2
31,3,9,8,1,1,2,6,4,6,1,0,0,2,10,2,3,3,0,6,1,3,1,2,2,3,0,1,0,0,0,1,2,2,0,1,2,2,4,1,9,0,1,1,0,3,0,0,1,1,0,2,1,0,0,3,1,1,1,1,3,0,0,2,1,1,0,0,1,0,0,1,0,0,0,3,0,2,0,1,1,0,3,1,0,0,0,0,2,0,1,1,0,0,2,0,1,2,0,0,0
32,1,7,5,1,0,5,0,3,2,1,1,1,0,1,1,2,0,2,10,3,0,0,0,2,2,2,0,3,2,2,0,0,0,0,0,1,0,1,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,9,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,2,0,1,2,1,0,0,0,0
33,0,1,2,1,1,0,2,1,2,2,1,5,0,0,0,0,1,0,2,1,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
34,0,3,0,1,1,0,0,1,2,0,0,2,1,1,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,2,0,1,0,2,1,3,1,1,3,0,0,0,0,1,0,2,1,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
36,6,1,2,6,0,2,8,2,2,3,2,5,2,2,1,5,0,0,0,0,2,0,2,0,2,0,0,4,0,0,3,1,1,0,3,1,0,2,0,1,1,1,1,0,1,0,0,3,3,0,1,0,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2
37,19,8,2,6,18,8,1,2,5,1,1,2,8,7,0,3,7,0,7,2,0,0,0,7,1,2,4,0,0,0,2,4,2,0,1,1,4,1,2,0,5,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,1,1,0,0,0,2,0,0,4,0,0,0,0,2,0,0,6,1,1,1,0,3,0,2,1,4,0,2,0,1,0,0,1,2,0,2,2,0,0,0,0,4
38,19,17,0,1,7,14,1,3,3,1,3,2,6,0,7,2,5,0,9,4,14,0,0,0,1,7,2,1,1,11,0,6,3,0,1,1,4,3,10,3,6,0,0,8,0,0,0,2,0,0,1,2,0,2,2,6,1,10,0,1,0,1,0,4,0,2,22,0,2,0,0,11,0,0,0,0,3,1,1,0,0,1,1,1,0,4,0,0,3,1,0,0,1,0,3,3,0,1,0,3
39,0,1,0,1,0,1,2,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
40,6,12,1,11,10,3,11,1,4,10,1,7,4,0,5,0,5,0,2,3,1,2,0,0,2,2,0,0,0,0,4,1,1,0,0,3,1,1,1,2,5,0,0,0,1,0,0,0,0,0,6,0,0,3,1,0,0,2,0,3,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,3,0,1,0,0,0,0,1,4,2,0,0,0,0,0,0
41,3,3,1,4,1,2,1,1,0,1,1,2,0,1,0,0,1,0,3,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
42,0,4,0,5,1,1,5,1,2,2,0,3,1,0,0,0,1,0,4,1,0,1,1,1,0,1,0,3,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
43,0,3,0,1,0,0,0,2,2,0,0,2,0,0,0,0,0,0,4,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2,1,6,3,3,0,2,1,0,4,0,1,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
45,0,2,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,9,9,3,2,4,14,3,3,7,2,0,11,11,2,3,3,0,5,1,1,5,3,1,4,2,10,3,0,2,1,1,5,0,10,1,2,5,0,4,4,1,1,3,3,0,2,0,4,1,0,0,0,7,2,1,1,3,4,1,1,0,0,1,1,1,0,3,0,1,0,0,1,0,0,0,0,1,2,0,0,4,3,3,1,0,4,3,1,1,2,0,4,0,0,0,1,0,0,0
47,3,5,7,5,4,2,5,1,2,3,13,3,2,6,0,0,2,0,1,2,2,4,0,2,3,3,12,1,1,0,0,0,0,2,0,1,1,0,1,0,1,1,1,0,0,5,2,0,0,6,0,1,1,2,1,0,0,1,0,0,2,1,2,0,6,2,2,1,2,1,2,4,1,0,0,3,0,0,0,1,0,0,1,1,1,0,1,2,0,1,3,0,0,2,0,0,1,0,5,0
48,5,5,2,1,1,0,0,2,2,0,0,2,1,2,0,0,0,0,3,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0
49,1,3,3,0,1,2,0,3,0,1,1,0,3,4,3,1,0,2,1,1,0,1,0,2,1,3,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
50,13,11,7,4,3,6,3,2,5,2,2,2,5,2,7,2,1,2,0,2,0,2,0,1,2,2,1,1,5,1,0,0,4,0,1,2,1,0,3,0,0,4,3,5,0,0,0,0,2,0,0,6,2,0,6,1,0,1,3,1,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,3,3,2,0,0,0,0,4,0,0,0,2,0,0
51,0,2,3,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,2,1,0,0,0,1,0,1,1,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,13,2,2,4,3,6,2,1,1,2,1,4,1,2,7,0,0,12,1,1,5,0,0,1,0,0,0,1,2,0,4,3,0,0,1,1,1,2,1,1,1,1,1,0,0,0,0,1,0,0,1,2,0,0,1,5,1,4,1,1,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,0,1,0,0,0,0
53,1,6,2,4,1,0,0,3,0,6,2,4,0,0,1,2,0,1,0,3,0,3,1,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,3,0,2,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
54,3,1,0,0,2,6,0,3,7,1,1,2,1,0,16,3,4,0,0,0,3,2,0,0,2,1,0,0,0,0,0,3,2,1,2,3,0,1,0,2,1,0,0,0,1,1,0,1,1,0,0,4,1,4,4,2,3,0,0,2,0,3,0,0,0,0,2,0,0,1,1,3,0,0,0,1,0,0,2,2,0,6,1,0,0,0,2,1,1,2,0,2,1,0,1,0,0,0,1,0
