articles,million,bhd,said,share,wa,year,price,petrona,ha,stock,market,sen,compani,oil,group,billion,thi,s,contract,malaysia,profit,trade,research,ga,also,includ,us,expect,today,project,net,revenu,hold,klci,per,end,valu,earn,sdn,quarter,last,kuala,lumpur,develop,valuat,fbm,activ,higher,note,point,may,new,base,time,financi,oper,lower,servic,product,first,fundament,close,investor,due,counter,accord,manag,bank,bursa,would,gain,say,top,gainer,work,fell,secur,2015,31,remain,score,rate,current,construct,rose,industri,report,invest,busi,edg,ad,one,continu,two,unit,high,local,target,index,month
285,12,6,0,0,4,1,8,4,3,2,5,0,3,3,9,9,5,0,7,1,4,0,6,6,1,0,1,6,0,7,5,2,6,0,2,0,2,11,0,0,0,0,0,5,2,0,1,2,2,0,0,2,2,2,0,1,1,1,1,2,0,0,1,6,0,0,2,1,0,0,0,0,2,0,2,2,0,1,0,4,0,2,3,2,1,2,0,1,1,1,1,1,1,1,1,0,0,7,0,1
286,2,0,5,3,4,0,2,2,0,3,2,1,0,0,0,3,2,1,0,1,0,2,1,1,1,3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,1,1,0,0,3,4,0,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,1,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0
287,1,0,3,1,2,0,0,2,0,2,0,1,0,0,1,0,0,1,0,2,0,1,1,1,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
288,0,2,0,6,0,4,6,2,5,4,8,0,1,0,1,1,4,0,0,3,0,3,1,2,1,0,0,3,0,0,1,1,1,1,0,1,0,4,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,2,3,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2,1,0,0,0,0,0,2,1,0,0,0,1,0,2,0,2,1,1
289,11,3,8,3,1,5,4,2,4,1,0,1,1,0,4,7,6,2,8,1,3,1,3,0,0,3,0,1,1,3,2,2,1,0,3,1,1,7,2,0,0,1,1,0,0,0,0,0,2,0,0,4,1,4,3,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,4,1,0,1,0,1,2,5,0,0,0,0,2,0,2,0,1,1,0,1,0,2,0,0
290,0,0,6,2,1,0,1,2,0,4,5,0,0,0,1,0,0,0,0,1,1,2,2,1,0,3,3,2,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,2,0,1,1,0,0,2,0,0,2,0,0,0,0,2,2,0,1,1,0,0,0,0,0,1,2,3,0,2,0
291,15,17,0,16,7,4,28,3,8,5,3,6,2,1,8,3,6,0,5,5,8,6,6,0,1,2,3,5,0,2,8,3,11,0,16,0,8,10,3,2,2,0,0,1,10,0,0,9,1,0,3,4,8,8,1,4,3,1,3,2,0,0,1,0,0,1,4,6,0,2,0,0,6,0,0,1,0,1,1,6,0,5,1,0,0,3,0,4,3,1,0,0,2,2,0,2,1,20,0,1
292,1,1,3,3,2,0,0,3,1,2,2,2,0,0,0,0,0,1,1,1,1,4,1,1,1,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,1,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,3,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2
293,1,1,3,3,2,0,0,3,1,2,2,2,0,0,0,0,0,1,1,1,1,4,1,1,1,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,1,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,3,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2
294,2,0,6,4,3,0,2,1,0,2,3,2,0,1,0,1,0,2,0,0,0,2,3,0,0,4,2,1,0,0,0,0,0,3,0,3,1,0,0,0,0,1,1,0,0,3,2,3,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,0,1,0,0,3,0,1,2,0,1,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,3,0,2,0
295,2,0,6,4,3,0,2,1,0,2,3,2,0,1,0,1,0,2,0,0,0,2,3,0,0,4,2,1,0,0,0,0,0,3,0,3,1,0,0,0,0,1,1,0,0,3,2,3,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,0,1,0,0,3,0,1,2,0,1,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,3,0,2,0
296,1,2,2,2,1,0,0,1,0,0,0,2,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,3,0,2,3,2,0,0,2,0,1,0,2,0,0,0,0,0,2,0,2,2,2,1,1,0,3,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,2,2,1,0,1,3,0,0,1,0,0,0,0,0,2,0,1,1,0,2,1,0,0,0,0,4,0,1,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,1,1
298,3,0,2,3,2,0,0,2,0,1,0,2,0,0,0,0,0,2,0,2,2,2,1,1,0,3,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,2,2,1,0,1,3,0,0,1,0,0,0,0,0,2,0,1,1,0,2,1,0,0,0,0,4,0,1,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,1,1
299,1,1,4,0,0,1,1,1,0,1,1,0,0,3,0,1,0,0,3,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,4,0,0,2,0,0,1,0,0
300,3,0,5,3,3,0,0,1,0,3,5,2,0,0,0,0,0,3,0,1,1,5,1,2,0,3,1,0,0,0,0,0,0,4,0,2,1,0,0,0,1,1,1,0,0,4,2,1,0,1,5,0,0,0,0,0,2,0,0,0,0,1,1,0,2,1,0,0,0,1,2,0,1,3,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0
301,2,0,6,3,4,0,0,2,0,3,3,2,0,0,0,1,0,2,0,0,2,3,1,1,0,3,1,1,3,0,0,0,0,3,0,1,1,0,0,0,0,1,1,0,0,3,3,0,0,2,3,1,0,0,0,0,1,0,0,0,0,0,2,0,2,1,0,1,0,0,1,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0,1,0
302,2,0,6,3,4,0,0,2,0,3,3,2,0,0,0,1,0,2,0,0,2,3,1,1,0,3,1,1,3,0,0,0,0,3,0,1,1,0,0,0,0,1,1,0,0,3,3,0,0,2,3,1,0,0,0,0,1,0,0,0,0,0,2,0,2,1,0,1,0,0,1,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0,1,0
303,2,0,3,3,2,0,0,1,0,1,3,0,0,0,0,1,0,2,0,0,3,1,1,0,1,3,0,0,1,0,1,0,0,3,0,0,1,0,0,0,0,1,1,0,0,3,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,3,0,1,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
304,4,0,5,4,5,0,0,1,0,3,2,2,0,0,0,0,0,2,0,0,3,3,1,0,1,3,1,0,1,0,1,0,0,3,0,0,1,0,0,0,0,1,1,0,0,3,3,1,0,3,2,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,1,0,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,1,1
305,0,0,3,2,1,0,0,1,0,1,3,0,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1
306,0,0,3,2,1,0,0,1,0,1,3,0,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1
307,0,0,3,2,1,0,0,1,0,1,3,0,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1
308,2,0,6,6,4,1,1,1,0,2,5,2,0,1,0,1,1,2,0,1,0,5,3,0,0,3,1,1,0,0,1,0,1,2,0,1,1,0,0,2,3,1,1,0,0,2,2,0,0,3,2,1,0,0,0,0,1,0,0,1,0,2,2,0,2,2,1,0,1,0,1,0,1,2,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0
309,2,0,6,6,4,1,1,1,0,2,4,2,0,1,0,1,1,2,0,1,0,5,3,0,0,3,1,1,0,0,1,0,1,2,0,1,1,0,0,2,3,1,1,0,0,2,2,0,0,3,2,1,0,0,0,0,1,0,0,1,0,2,2,0,2,2,1,0,1,0,1,0,1,2,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0
310,2,0,6,6,4,1,1,1,0,2,5,2,0,1,0,1,1,2,0,1,0,5,3,0,0,3,1,1,0,0,1,0,1,2,0,1,1,0,0,2,3,1,1,0,0,2,2,0,0,3,2,1,0,0,0,0,1,0,0,1,0,2,2,0,2,2,1,0,1,0,1,0,1,2,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
311,2,11,8,6,1,4,1,3,8,2,2,3,6,3,0,2,2,0,6,2,0,2,0,1,0,1,0,3,2,6,1,0,2,0,2,1,1,2,5,0,3,1,1,5,0,0,0,0,0,0,3,0,1,0,2,1,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,2,0,3,0,0,3,0,0,0,0,1
312,18,13,11,10,4,7,2,3,12,3,3,8,6,3,2,2,1,2,6,3,3,5,0,1,2,1,2,3,3,6,4,4,7,0,3,3,2,2,5,2,0,1,1,6,0,0,2,3,0,0,6,0,1,0,1,2,0,2,1,2,0,3,0,0,0,0,0,0,2,0,1,0,2,2,1,1,0,0,3,0,0,0,0,2,4,0,1,0,3,1,0,3,0,0,3,0,0,0,0,1
313,3,0,3,4,4,0,0,1,2,2,2,1,0,0,0,0,0,1,0,2,0,3,1,0,0,3,1,1,0,0,0,0,0,5,0,0,1,0,0,0,0,1,1,0,0,4,2,0,1,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0
314,1,2,2,1,0,1,2,1,1,1,0,1,0,0,0,0,1,3,0,6,3,0,0,7,1,0,0,3,0,0,1,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,2,1,0,1,0,1,1,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,3,0,0,0,0,1,0,0
315,1,0,2,4,4,1,0,1,0,3,1,2,0,0,0,2,0,1,0,0,1,2,1,1,0,3,0,1,1,0,0,0,0,5,0,0,1,0,0,0,1,1,1,0,0,4,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,1,0,2,2,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,1,3,1,0,2,1
316,1,0,2,4,4,1,0,1,0,3,1,2,0,0,0,2,0,1,0,0,1,2,1,1,0,3,0,1,1,0,0,0,0,5,0,0,1,0,0,0,1,1,1,0,0,4,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,1,0,2,2,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,1,3,1,0,2,1
317,25,17,10,1,2,9,4,3,5,1,0,1,4,1,6,5,1,1,2,0,9,1,0,1,5,2,0,2,1,2,7,7,0,0,2,3,1,0,7,8,0,1,1,10,0,0,1,4,1,0,3,0,2,0,0,3,3,1,1,4,0,1,0,0,0,0,7,1,0,2,0,0,0,0,1,3,2,0,4,3,0,1,0,0,3,0,2,2,3,0,0,1,1,1,0,0,0,0,0,1
318,25,17,10,1,2,9,4,3,5,1,0,1,4,1,6,5,1,1,2,0,9,1,0,1,5,2,0,2,1,2,7,7,0,0,2,3,1,0,7,8,0,1,1,10,0,0,1,4,1,0,3,0,2,0,0,3,3,1,1,4,0,1,0,0,0,0,7,1,0,2,0,0,0,0,1,3,2,0,4,3,0,1,0,0,3,0,2,2,3,0,0,1,1,1,0,0,0,0,0,1
319,3,1,7,0,5,4,4,4,0,1,1,0,2,0,7,5,3,0,0,2,4,0,0,3,2,1,1,2,0,0,1,4,0,0,0,1,0,0,0,7,0,1,1,0,0,0,5,1,0,0,1,0,0,0,1,2,5,0,7,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
320,3,1,7,0,5,4,4,4,0,1,1,0,2,0,7,5,3,0,0,2,4,0,0,3,2,1,1,2,0,0,1,4,0,0,0,1,0,0,0,7,0,1,1,0,0,0,5,1,0,0,1,0,0,0,1,2,5,0,7,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
321,3,0,3,3,2,0,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,3,1,1,0,3,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,1,1,0,0,3,2,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,1,0,1,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0
322,3,2,7,3,3,1,1,3,2,6,0,2,4,0,1,1,1,1,0,0,1,4,4,3,0,0,0,2,1,0,1,1,1,0,1,2,0,2,0,4,0,1,1,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0
323,3,2,7,3,3,1,1,3,2,6,0,2,4,0,1,1,1,1,0,0,1,4,4,3,0,0,0,2,1,0,1,1,1,0,1,2,0,2,0,4,0,1,1,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0
324,3,1,3,5,1,2,3,3,2,1,1,2,3,0,3,1,0,1,0,0,2,0,3,0,3,0,0,0,1,0,2,1,3,2,2,1,0,0,0,1,0,1,1,0,0,0,0,1,2,0,1,1,0,1,0,2,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,1,0,0
325,0,5,12,1,4,8,0,1,2,3,4,0,1,3,0,4,4,0,4,1,0,0,3,3,2,1,0,4,0,12,0,0,2,1,0,2,1,0,1,0,3,1,1,4,1,1,0,1,2,1,6,2,1,2,0,0,0,0,0,0,3,0,5,0,0,0,2,1,0,2,1,4,0,0,1,0,1,0,0,2,0,1,0,11,0,2,1,2,1,4,1,2,1,0,0,2,0,0,1,3
326,0,5,12,1,4,8,0,1,2,3,4,0,1,3,0,4,4,0,4,1,0,0,3,3,2,1,0,4,0,12,0,0,2,1,0,2,1,0,1,0,3,1,1,4,1,1,0,1,2,1,6,2,1,2,0,0,0,0,0,0,3,0,5,0,0,0,2,1,0,2,1,4,0,0,1,0,1,0,0,2,0,1,0,11,0,2,1,2,1,4,1,2,1,0,0,2,0,0,1,3
327,2,0,4,2,1,0,1,1,1,2,3,0,0,0,0,0,0,1,0,0,0,1,1,0,1,4,2,1,0,0,0,0,0,4,0,0,1,0,0,0,0,1,1,0,0,4,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,4,0,0,4,0,3,2,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,2,2
328,2,0,4,2,1,0,1,1,1,2,3,0,0,0,0,0,0,1,0,0,0,1,1,0,1,4,2,1,0,0,0,0,0,4,0,0,1,0,0,0,0,1,1,0,0,4,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,4,0,0,4,0,3,2,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,2,2
329,11,3,0,3,1,13,3,1,8,4,5,4,3,7,1,3,6,0,2,0,7,4,0,6,4,3,3,7,0,4,7,0,2,0,3,1,2,8,1,1,1,0,0,0,1,0,1,6,2,0,1,4,0,2,4,0,3,0,13,1,0,0,0,2,0,0,2,0,0,0,2,0,1,0,1,1,0,1,2,4,0,0,6,0,0,0,1,4,0,1,1,0,2,3,1,0,1,0,0,0
330,1,1,6,1,2,3,1,1,1,1,1,2,3,1,0,2,1,2,4,1,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
331,2,0,4,4,2,0,0,1,0,1,1,2,0,0,0,3,0,0,0,0,0,4,1,0,0,3,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,1,1,0,0,2,4,0,1,2,2,1,0,0,0,0,0,0,0,0,0,1,2,0,3,1,0,0,0,0,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,1,1,0,2,0,1,0,1,0
332,2,0,3,2,3,0,0,1,0,2,1,2,0,0,0,1,0,1,0,0,1,2,1,0,0,3,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,0
333,3,0,3,4,3,0,0,1,0,1,1,1,0,0,0,0,0,4,0,0,0,2,1,0,1,3,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,1,0,0,4,2,4,1,4,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,1,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,3,0
334,3,0,3,4,3,0,0,1,0,1,1,1,0,0,0,0,0,4,0,0,0,2,1,0,1,3,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,1,0,0,4,2,4,1,4,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,1,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,3,0
335,1,5,5,2,4,2,2,1,1,4,1,1,0,3,1,4,3,1,2,2,0,1,2,3,1,0,0,0,2,0,0,0,2,0,1,0,1,2,0,1,1,1,1,0,0,0,0,1,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,4,0,3,0,0,0,0,0,1,1,0,0,3,1,0,2,1,1,0,1,0,1,0,1,0,0
336,1,5,5,2,4,2,2,1,1,4,1,1,0,3,1,4,3,1,2,2,0,1,2,3,1,0,0,0,2,0,0,0,2,0,1,0,1,2,0,1,1,1,1,0,0,0,0,1,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,4,0,3,0,0,0,0,0,1,1,0,0,3,1,0,2,1,1,0,1,0,1,0,1,0,0
337,2,0,6,3,2,0,0,2,0,2,6,2,0,0,0,1,3,1,0,1,0,3,1,1,0,4,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0
338,2,0,6,3,2,0,0,2,0,2,6,2,0,0,0,1,3,1,0,1,0,3,1,1,0,4,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,1,0,0,1,2,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0
339,4,0,6,3,4,0,0,1,0,3,5,2,0,1,0,2,0,1,1,0,0,4,2,1,0,4,0,2,0,1,2,0,0,3,0,3,2,1,0,0,0,1,1,1,0,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,1,1,2,0,0,1,0,2,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,1,0
340,4,0,6,3,4,0,0,1,0,3,5,2,0,1,0,2,0,1,1,0,0,4,2,1,0,4,0,2,0,1,2,0,0,3,0,3,2,1,0,0,0,1,1,1,0,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,1,1,2,0,0,1,0,2,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,1,0
341,2,0,3,2,1,0,0,2,0,2,4,0,0,0,0,0,0,1,0,0,0,4,1,0,0,2,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,2,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0
342,2,0,3,2,1,0,0,2,0,2,4,0,0,0,0,0,0,1,0,0,0,4,1,0,0,2,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,2,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0
