articles,million,bhd,said,share,wa,year,price,petrona,ha,stock,market,sen,compani,oil,group,billion,thi,s,contract,malaysia,profit,trade,research,ga,also,includ,us,expect,today,project,net,revenu,hold,klci,per,end,valu,earn,sdn,quarter,last,kuala,lumpur,develop,valuat,fbm,activ,higher,note,point,may,new,base,time,financi,oper,lower,servic,product,first,fundament,close,investor,due,counter,accord,manag,bank,bursa,would,gain,say,top,gainer,work,fell,secur,2015,31,remain,score,rate,current,construct,rose,industri,report,invest,busi,edg,ad,one,continu,two,unit,high,local,target,index,month
343,0,1,4,1,0,0,1,1,2,1,0,0,0,0,1,4,1,0,3,1,0,0,3,1,1,1,0,2,1,4,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0
344,1,3,3,0,0,0,0,4,1,1,0,0,0,1,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0
345,2,0,3,4,2,0,0,1,0,3,2,2,0,0,0,1,1,3,0,0,1,2,1,0,0,3,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,3,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,3,0
346,2,0,3,4,2,0,0,1,0,3,2,2,0,0,0,1,1,2,0,0,1,2,1,0,0,3,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,3,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,2,0
347,3,0,6,3,5,0,1,1,0,3,3,2,0,0,0,0,3,3,0,0,0,4,1,1,0,3,1,0,1,0,0,0,0,2,0,2,1,0,0,0,1,1,1,0,0,2,2,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,2,0,0,1,0,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,1
348,3,0,6,3,5,0,1,1,0,3,3,2,0,0,0,0,3,3,0,0,0,4,1,1,0,3,1,0,1,0,0,0,0,2,0,2,1,0,0,0,1,1,1,0,0,2,2,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,2,0,0,1,0,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,1
349,1,0,6,4,4,0,0,2,0,4,7,1,0,0,0,2,0,3,0,1,0,2,2,1,0,3,4,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,2,2,1,2,3,0,0,0,1,0,0,0,0,0,1,0,1,2,2,2,1,0,4,0,0,0,0,2,2,0,2,1,0,0,2,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,1,1,0,3,0
350,1,0,6,4,4,0,0,2,0,4,7,1,0,0,0,2,0,3,0,1,0,2,2,1,0,3,4,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,2,2,1,2,3,0,0,0,1,0,0,0,0,0,1,0,1,2,2,2,1,0,4,0,0,0,0,2,2,0,2,1,0,0,2,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,1,1,0,3,0
351,5,0,4,5,5,0,0,2,1,2,3,1,0,0,0,1,0,2,2,1,0,4,1,1,0,4,2,0,2,1,0,0,1,4,0,0,1,0,0,0,0,2,2,0,0,4,2,0,1,1,1,1,0,2,0,0,0,0,0,0,0,1,1,3,2,1,0,2,0,0,2,0,2,2,0,0,1,0,0,0,0,1,0,2,0,0,2,0,0,0,1,1,0,1,0,0,0,0,1,0
352,5,0,4,5,5,0,0,2,1,2,3,1,0,0,0,1,0,2,2,1,0,4,1,1,0,4,2,0,2,1,0,0,1,4,0,0,1,0,0,0,0,2,2,0,0,4,2,0,1,1,1,1,0,2,0,0,0,0,0,0,0,1,1,3,2,1,0,2,0,0,2,0,2,2,0,0,1,0,0,0,0,1,0,2,0,0,2,0,0,0,1,1,0,1,0,0,0,0,1,0
353,1,0,3,3,2,0,0,1,0,1,2,2,0,0,0,2,0,1,1,0,0,3,1,0,1,4,1,1,0,0,0,0,0,4,0,0,1,0,0,0,2,1,1,0,0,3,3,2,1,4,0,1,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,1,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,0,1,0
354,3,0,7,4,3,0,0,2,1,4,1,1,0,0,0,1,1,1,1,0,2,3,2,1,1,4,3,1,1,0,0,0,0,3,0,1,1,0,0,0,0,1,1,0,1,3,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,2,1,2,2,1,0,1,0,0,2,0,1,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4,3,0,3,0
355,3,0,7,4,3,0,0,2,1,4,1,1,0,0,0,1,1,1,1,0,2,3,2,1,1,4,3,1,1,0,0,0,0,3,0,1,1,0,0,0,0,1,1,0,1,3,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,2,1,2,2,1,0,1,0,0,2,0,1,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4,3,0,3,0
356,1,1,8,1,0,2,1,3,2,3,0,3,0,0,0,0,0,1,0,0,0,1,4,3,1,0,0,0,2,1,0,1,2,0,4,0,0,4,0,0,0,1,1,0,0,0,0,1,1,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0
357,1,1,8,1,0,2,1,3,2,3,0,3,0,0,0,0,0,1,0,0,0,1,4,3,1,0,0,0,2,1,0,1,2,0,4,0,0,4,0,0,0,1,1,0,0,0,0,1,1,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0
358,5,0,7,4,5,0,0,1,0,2,4,4,0,0,0,0,0,2,0,1,1,2,2,0,0,3,1,0,1,0,2,0,0,2,0,1,1,0,0,0,2,1,1,0,0,2,2,0,1,3,0,0,0,1,0,0,1,0,0,0,0,1,1,1,2,1,1,0,0,0,0,0,1,2,0,2,2,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,1,2,0,2,0
359,5,0,7,4,5,0,0,1,0,2,4,4,0,0,0,0,0,2,0,1,1,2,2,0,0,3,1,0,1,0,2,0,0,2,0,1,1,0,0,0,2,1,1,0,0,2,2,0,1,3,0,0,0,1,0,0,1,0,0,0,0,1,1,1,2,1,1,0,0,0,0,0,1,2,0,2,2,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,1,2,0,2,0
360,3,0,3,9,4,1,1,4,2,2,0,1,0,0,0,0,0,2,0,0,1,3,1,3,0,4,0,0,2,0,0,0,0,3,1,0,1,0,0,1,0,1,1,0,0,3,2,0,1,1,2,1,0,0,0,0,0,1,0,1,0,1,0,0,2,1,2,0,0,0,1,0,2,2,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,2,0,1,1,0,0,1,0
361,3,0,3,9,4,1,1,4,2,2,0,1,0,0,0,0,0,2,0,0,1,3,1,3,0,4,0,0,2,0,0,0,0,3,1,0,1,0,0,1,0,1,1,0,0,3,2,0,1,1,2,1,0,0,0,0,0,1,0,1,0,1,0,0,2,1,2,0,0,0,1,0,2,2,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,2,0,1,1,0,0,1,0
362,6,2,1,5,1,0,2,2,1,1,0,2,1,3,0,0,2,0,3,0,0,0,1,0,0,1,2,2,0,3,0,2,2,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,2,0,0
363,3,0,4,4,2,0,0,1,0,1,2,2,0,0,0,0,0,2,0,0,0,2,2,1,0,4,2,1,1,0,0,0,0,2,2,0,1,0,0,0,0,1,1,0,0,2,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,2,2,0,2,1,0,0,0,1,2,0,1,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0
364,3,0,4,4,2,0,0,1,0,1,2,2,0,0,0,0,0,2,0,0,0,2,2,1,0,4,2,1,1,0,0,0,0,2,2,0,1,0,0,0,0,1,1,0,0,2,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,2,2,0,2,1,0,0,0,1,2,0,1,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0
365,4,0,4,7,4,0,1,1,1,3,3,3,0,0,0,0,0,1,1,0,0,3,2,1,0,3,1,1,2,0,0,0,0,3,0,0,1,0,0,0,1,1,1,0,0,3,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,2,1,0,0,0,0,3,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0
366,4,0,4,7,4,0,1,1,1,3,3,3,0,0,0,0,0,1,1,0,0,3,2,1,0,3,1,1,2,0,0,0,0,3,0,0,1,0,0,0,1,1,1,0,0,3,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,2,1,0,0,0,0,3,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0
367,1,2,0,5,0,5,7,1,4,2,0,0,3,2,1,1,1,0,0,0,0,2,5,2,1,0,0,5,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,1,2,0,1,0,3,0,0,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,2,2,0,0,0,0,4,0,0
368,3,0,6,5,3,0,1,1,0,3,1,4,1,0,0,1,0,1,0,0,1,3,2,1,0,3,3,2,1,0,0,0,0,2,0,1,1,0,0,0,1,1,1,0,0,2,4,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,2,0,0,1,0,2,2,0,4,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0
369,3,0,4,4,3,0,2,2,1,5,2,1,1,0,0,0,1,0,1,0,0,4,2,0,0,2,4,4,1,1,0,0,0,3,0,2,1,0,0,0,0,1,1,0,0,2,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,2,0,2,1,0,3,0,0,0,0,1,1,0,4,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2,0,1,1
370,3,0,4,4,3,0,2,2,1,5,2,1,1,0,0,0,1,0,1,0,0,4,2,0,0,2,4,4,1,1,0,0,0,3,0,2,1,0,0,0,0,1,1,0,0,2,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,2,0,2,1,0,3,0,0,0,0,1,1,0,4,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2,0,1,1
371,2,0,4,3,3,0,1,1,0,2,1,1,0,1,0,1,1,2,0,1,0,3,1,1,2,3,1,1,1,0,0,0,0,3,1,0,1,0,0,0,0,1,1,1,0,2,4,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,1,2,0,2,2,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
372,2,0,4,3,3,0,1,1,0,2,1,1,0,1,0,1,1,2,0,1,0,3,1,1,2,3,1,1,1,0,0,0,0,3,1,0,1,0,0,0,0,1,1,1,0,2,4,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,1,2,0,2,2,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
373,3,0,3,3,3,0,0,1,0,2,0,1,0,0,0,0,1,0,0,1,0,3,1,0,0,4,2,1,1,0,0,0,0,3,0,0,1,0,0,0,1,1,1,1,0,2,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0,2,0,0,1,0,2,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
374,3,0,3,3,3,0,0,1,0,2,0,1,0,0,0,0,1,0,0,1,0,3,1,0,0,4,2,1,1,0,0,0,0,3,0,0,1,0,0,0,1,1,1,1,0,2,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0,2,0,0,1,0,2,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
375,6,2,4,9,5,2,2,1,1,2,0,2,2,1,2,1,1,0,0,1,1,3,1,1,1,0,0,1,1,1,1,2,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,2,1,0,0
376,6,2,5,3,4,0,0,1,0,3,3,1,0,1,0,0,1,1,1,1,0,2,2,0,0,4,4,2,0,1,0,0,0,3,0,0,1,1,0,0,0,1,1,0,0,3,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,2,2,0,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0
377,3,0,5,4,3,0,0,1,0,1,3,2,0,0,0,0,0,1,0,1,2,3,2,0,0,3,2,0,1,0,0,0,0,3,0,1,1,0,0,0,1,1,1,0,0,3,2,0,1,3,1,0,0,0,0,0,1,0,0,0,0,1,3,0,2,1,0,1,0,0,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,2,1
378,3,0,3,4,1,0,0,2,0,2,2,3,0,0,0,0,0,2,0,1,0,4,1,1,0,3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,3,1,1,0,0,3,4,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
379,3,0,3,4,1,0,0,2,0,2,2,3,0,0,0,0,0,2,0,1,0,4,1,1,0,3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,3,1,1,0,0,3,4,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
380,3,0,3,6,1,0,0,2,0,2,2,3,0,0,0,0,0,1,0,1,1,5,1,1,0,3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,1,1,0,0,3,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
381,3,0,3,6,1,0,0,2,0,2,2,3,0,0,0,0,0,1,0,1,1,5,1,1,0,3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,1,1,0,0,3,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
382,26,6,0,2,2,4,0,3,1,5,0,3,3,6,6,8,6,0,4,2,4,2,0,3,0,1,0,4,0,14,4,2,0,0,2,0,0,8,1,0,1,0,0,2,0,0,1,0,1,0,2,4,1,5,2,2,1,0,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,1,0,5,0,0,0,0,3,6,1,1,2,5,2,1,0,1,1,2,1,0,1,0,0,0
383,3,0,7,5,3,0,0,2,0,4,5,2,0,0,0,0,0,1,1,0,1,6,1,1,0,2,1,2,1,0,0,0,0,3,0,0,1,0,0,0,0,1,1,1,0,3,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,2,0,0,1,0,1,1,0,3,2,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,2,0
384,3,0,7,5,3,0,0,2,0,4,5,2,0,0,0,0,0,1,1,0,1,6,1,1,0,2,1,2,1,0,0,0,0,3,0,0,1,0,0,0,0,1,1,1,0,3,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,2,0,0,1,0,1,1,0,3,2,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,2,0
385,0,2,9,0,3,1,0,1,6,2,0,0,4,6,6,0,1,0,0,2,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,4,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,6,0,3,4,0,0,1,0,0,0,0,0,0,0,0
386,3,0,7,3,4,1,0,1,1,3,5,1,0,0,0,0,1,0,1,0,1,2,2,0,0,4,2,1,0,0,0,0,1,3,0,0,1,0,0,0,0,1,1,1,0,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,2,0,1,3,0,1,2,0,0,1,0,0,2,0,0,0,0,2,1,1,1,0,2,0,0,1,0,0,1,1,0,1,0
387,3,0,7,3,4,1,0,1,1,3,5,1,0,0,0,0,1,0,1,0,1,2,2,0,0,4,2,1,0,0,0,0,1,3,0,0,1,0,0,0,0,1,1,1,0,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,2,0,1,3,0,1,2,0,0,1,0,0,2,0,0,0,0,2,1,1,1,0,2,0,0,1,0,0,1,1,0,1,0
388,1,0,2,1,4,0,0,2,0,4,2,1,0,0,0,0,1,0,1,1,0,2,1,1,0,3,1,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,1,0,0,2,2,1,1,1,2,0,0,0,0,0,2,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
389,1,0,2,1,4,0,0,2,0,4,2,1,0,0,0,0,1,0,1,1,0,2,1,1,0,3,1,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,1,0,0,2,2,1,1,1,2,0,0,0,0,0,2,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
390,8,0,3,4,5,0,0,2,0,2,1,2,0,0,0,0,1,0,1,1,3,3,1,1,0,3,1,0,1,0,5,0,1,3,0,1,1,0,0,1,3,1,1,0,0,3,2,0,1,1,3,0,0,0,0,0,1,0,0,1,0,0,2,0,2,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,1,1,1,0,0,2,0,1,0,1,0,0,0,1,0,2,0,0,0
391,8,0,3,4,5,0,0,2,0,2,1,2,0,0,0,0,1,0,1,1,3,3,1,1,0,3,1,0,1,0,5,0,1,3,0,1,1,0,0,1,3,1,1,0,0,3,2,0,1,1,3,0,0,0,0,0,1,0,0,1,0,0,2,0,2,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,1,1,1,0,0,2,0,1,0,1,0,0,0,1,0,2,0,0,0
392,0,2,1,1,6,1,0,1,1,3,2,0,0,0,0,2,1,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0
393,0,2,1,1,6,1,0,1,1,3,2,0,0,0,0,2,1,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0
394,0,3,3,2,4,2,2,1,0,2,0,1,1,2,0,0,1,2,0,0,0,2,1,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,2,0,0
395,0,3,3,2,4,2,2,1,0,2,0,1,1,2,0,0,1,2,0,0,0,2,1,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,2,0,0
396,2,29,10,11,27,13,35,3,13,28,6,10,9,8,1,4,5,0,3,2,0,1,23,5,9,1,0,3,0,1,0,0,6,0,2,0,2,5,3,0,0,0,0,5,3,0,1,0,4,1,4,6,1,18,0,0,1,6,0,3,1,5,12,4,3,1,0,6,0,11,10,1,1,0,2,0,5,0,2,0,0,2,1,0,2,1,3,9,2,5,0,4,7,1,0,6,0,24,0,5
397,1,4,3,2,3,0,0,1,4,3,0,1,1,0,0,0,2,0,0,0,0,4,1,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,1,0,1,0,1,0,0
398,1,4,3,2,3,0,0,1,4,3,0,1,1,0,0,0,2,0,0,0,0,4,1,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,1,0,1,0,1,0,0
399,2,0,7,4,4,0,0,2,0,5,4,2,0,0,0,2,0,1,0,0,1,2,2,1,0,4,1,0,0,0,1,0,0,2,1,0,1,0,0,0,0,1,1,0,0,2,3,0,2,3,1,0,0,0,0,0,0,0,0,0,1,0,5,0,2,1,0,0,0,0,0,0,1,2,0,2,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0
400,2,0,7,4,4,0,0,2,0,5,4,2,0,0,0,2,0,1,0,0,1,2,2,1,0,4,1,0,0,0,1,0,0,2,1,0,1,0,0,0,0,1,1,0,0,2,3,0,2,3,1,0,0,0,0,0,0,0,0,0,1,0,5,0,2,1,0,0,0,0,0,0,1,2,0,2,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0
401,4,0,6,2,5,0,0,1,1,3,2,1,0,0,2,1,2,1,1,2,0,2,1,1,1,3,2,1,2,0,1,0,0,3,0,1,1,0,0,0,1,1,1,0,0,3,3,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,2,0,2,1,0,0,1,0,1,0,1,2,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,2,0
