articles,million,bhd,said,share,wa,year,price,petrona,ha,stock,market,sen,compani,oil,group,billion,thi,s,contract,malaysia,profit,trade,research,ga,also,includ,us,expect,today,project,net,revenu,hold,klci,per,end,valu,earn,sdn,quarter,last,kuala,lumpur,develop,valuat,fbm,activ,higher,note,point,may,new,base,time,financi,oper,lower,servic,product,first,fundament,close,investor,due,counter,accord,manag,bank,bursa,would,gain,say,top,gainer,work,fell,secur,2015,31,remain,score,rate,current,construct,rose,industri,report,invest,busi,edg,ad,one,continu,two,unit,high,local,target,index,month
402,4,0,6,2,5,0,0,1,1,3,2,1,0,0,2,1,2,1,1,2,0,2,1,1,1,3,2,1,2,0,1,0,0,3,0,1,1,0,0,0,1,1,1,0,0,3,3,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,2,0,2,1,0,0,1,0,1,0,1,2,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,2,0
403,3,0,6,2,5,0,0,2,0,2,4,2,0,0,0,0,0,1,0,2,1,4,2,1,1,3,2,3,1,0,1,0,0,3,0,0,1,2,0,0,0,1,1,0,0,3,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,0,1,0,1,2,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2,0,1,0
404,3,0,6,2,5,0,0,2,0,2,4,2,0,0,0,0,0,1,0,2,1,4,2,1,1,3,2,3,1,0,1,0,0,3,0,0,1,2,0,0,0,1,1,0,0,3,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,0,1,0,1,2,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2,0,1,0
405,3,0,3,2,2,0,0,1,0,1,4,2,0,1,2,0,0,1,0,0,0,4,1,2,1,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0
406,3,0,3,2,2,0,0,1,0,1,4,2,0,1,2,0,0,1,0,0,0,4,1,2,1,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0
407,1,1,9,1,3,6,2,4,0,1,0,1,0,0,1,1,4,0,1,0,1,0,2,3,2,0,0,4,2,0,1,1,1,0,0,0,1,9,0,3,3,1,1,0,0,0,0,0,2,2,0,2,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0
408,1,1,9,1,3,6,2,4,0,1,0,1,0,0,1,1,4,0,1,0,1,0,2,3,2,0,0,4,2,0,1,1,1,0,0,0,1,9,0,3,3,1,1,0,0,0,0,0,2,2,0,2,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0
409,3,0,7,2,4,0,0,2,0,2,4,2,0,0,0,0,0,1,0,0,0,2,3,1,0,3,2,3,3,0,2,0,0,3,0,0,1,0,0,0,0,1,1,0,0,3,2,2,1,3,0,3,0,0,1,0,0,1,0,1,0,1,3,0,2,1,1,0,0,0,1,0,1,2,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,3,0,2,0,1,0,3,0,1,0
410,3,0,7,2,4,0,0,2,0,2,4,2,0,0,0,0,0,1,0,0,0,2,3,1,0,3,2,3,3,0,2,0,0,3,0,0,1,0,0,0,0,1,1,0,0,3,2,2,1,3,0,3,0,0,1,0,0,1,0,1,0,1,3,0,2,1,1,0,0,0,1,0,1,2,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,3,0,2,0,1,0,3,0,1,0
411,2,3,7,4,3,4,2,12,2,2,1,3,1,0,3,7,2,4,0,0,7,1,0,0,1,0,0,0,2,0,8,2,2,0,1,1,0,3,0,3,0,1,1,0,1,0,1,1,2,0,0,0,2,0,2,0,2,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
412,2,3,7,4,3,4,2,12,2,2,1,3,1,0,3,7,2,4,0,0,7,1,0,0,1,0,0,0,2,0,8,2,2,0,1,1,0,3,0,3,0,1,1,0,1,0,1,1,2,0,0,0,2,0,2,0,2,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
413,3,1,7,5,1,2,2,8,1,1,0,4,4,0,2,8,1,1,0,0,4,0,0,0,0,0,0,0,1,0,3,3,0,0,1,1,0,0,0,5,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,5,0,6,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
414,8,3,15,7,12,7,2,9,1,1,0,5,5,0,3,13,4,1,0,2,11,0,0,5,2,0,0,2,1,0,5,11,0,0,2,3,0,2,0,10,2,2,2,0,0,0,2,4,0,0,0,2,0,0,1,1,9,0,6,0,0,1,0,6,0,1,0,0,1,1,1,0,0,0,0,3,0,0,3,1,0,2,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
415,2,0,6,3,6,1,0,1,0,2,3,2,0,0,0,5,1,0,1,0,1,3,3,0,0,3,2,0,0,0,3,0,0,4,0,0,1,0,0,0,6,1,1,0,0,4,4,0,1,2,0,1,0,1,0,0,0,0,0,1,0,1,2,0,2,2,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,2,0,0,1,1,1,2,0,2,0
416,2,0,6,3,6,1,0,1,0,2,3,2,0,0,0,5,1,0,1,0,1,3,3,0,0,3,2,0,0,0,3,0,0,4,0,0,1,0,0,0,6,1,1,0,0,4,4,0,1,2,0,1,0,1,0,0,0,0,0,1,0,1,2,0,2,2,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,2,0,0,1,1,1,2,0,2,0
417,1,2,5,1,3,2,1,1,0,2,1,3,1,0,2,2,1,2,0,1,1,2,4,0,2,0,0,1,0,1,1,2,0,0,0,0,1,1,0,3,2,1,1,0,0,0,0,1,0,0,0,1,1,1,0,3,2,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,2,0,1,1,3,1,0,0,0,1,0,0
418,1,2,5,1,3,2,1,1,0,2,1,3,1,0,2,2,1,2,0,1,1,2,4,0,2,0,0,1,0,1,1,2,0,0,0,0,1,1,0,3,2,1,1,0,0,0,0,1,0,0,0,1,1,1,0,3,2,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,2,0,1,1,3,1,0,0,0,1,0,0
419,4,0,5,2,3,0,0,2,0,2,3,2,0,2,0,1,2,0,1,0,0,2,2,3,0,4,2,0,2,1,0,0,0,2,0,0,1,0,0,0,2,1,1,0,0,2,2,1,0,1,3,1,0,1,0,0,0,1,1,1,0,0,2,0,2,2,0,0,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,0,1,2,2,0,3,0,3,1,1,0,1,0,3,0,2,0
420,4,0,5,2,3,0,0,2,0,2,3,2,0,2,0,1,2,0,1,0,0,2,2,3,0,4,2,0,2,1,0,0,0,2,0,0,1,0,0,0,2,1,1,0,0,2,2,1,0,1,3,1,0,1,0,0,0,1,1,1,0,0,2,0,2,2,0,0,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,0,1,2,2,0,3,0,3,1,1,0,1,0,3,0,2,0
421,14,13,14,4,7,6,1,3,4,2,3,11,5,2,6,11,4,2,3,7,7,3,0,1,5,1,3,7,8,1,6,8,3,0,1,5,0,3,1,7,0,1,1,2,0,0,2,4,0,0,1,0,2,0,2,1,1,1,1,0,0,2,0,3,4,1,0,0,7,4,1,1,0,0,2,1,1,2,4,1,0,0,0,3,5,0,3,0,1,0,1,0,2,1,2,0,1,0,0,0
422,14,13,14,4,7,6,1,3,4,2,3,11,5,2,6,11,4,2,3,7,7,3,0,1,5,1,3,7,8,1,6,8,3,0,1,5,0,3,1,7,0,1,1,2,0,0,2,4,0,0,1,0,2,0,2,1,1,1,1,0,0,2,0,3,4,1,0,0,7,4,1,1,0,0,2,1,1,2,4,1,0,0,0,3,5,0,3,0,1,0,1,0,2,1,2,0,1,0,0,0
423,3,0,3,4,3,0,0,2,0,1,2,2,0,0,0,0,1,2,0,0,0,2,1,1,0,3,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
424,3,0,3,4,3,0,0,2,0,1,2,2,0,0,0,0,1,2,0,0,0,2,1,1,0,3,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
425,4,0,5,2,5,1,1,1,0,2,2,2,0,0,0,1,1,0,0,0,0,2,2,0,0,3,0,2,1,0,1,0,0,2,0,0,1,0,0,0,0,1,1,0,0,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,0,0,0,0,1,0,0,0
426,4,0,5,2,5,1,1,1,0,2,2,2,0,0,0,1,1,0,0,0,0,2,2,0,0,3,0,2,1,0,1,0,0,2,0,0,1,0,0,0,0,1,1,0,0,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,0,0,0,0,1,0,0,0
427,1,5,0,7,1,6,5,2,7,3,3,0,3,6,8,6,4,0,8,4,1,1,8,4,5,0,4,0,0,4,1,6,1,0,3,1,2,3,1,0,3,0,0,0,4,0,0,0,2,0,1,11,1,1,0,8,1,3,0,2,0,1,0,2,0,3,0,0,1,0,2,6,0,0,2,0,5,1,0,1,0,3,4,0,0,1,0,0,0,1,0,2,0,4,2,0,0,1,0,2
428,1,5,0,7,1,6,5,2,7,3,3,0,3,6,8,6,4,0,8,4,1,1,8,4,5,0,4,0,0,4,1,6,1,0,3,1,2,3,1,0,3,0,0,0,4,0,0,0,2,0,1,11,1,1,0,8,1,3,0,2,0,1,0,2,0,3,0,0,1,0,2,6,0,0,2,0,5,1,0,1,0,3,4,0,0,1,0,0,0,1,0,2,0,4,2,0,0,1,0,2
429,3,0,5,3,3,0,1,1,2,1,4,2,0,0,0,1,0,1,0,1,0,2,1,0,0,3,1,1,2,0,0,0,1,2,0,0,1,0,0,0,0,1,1,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,0,2,1,2,1,0,1,0,0,1,2,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
430,3,0,5,3,3,0,1,1,2,1,4,2,0,0,0,1,0,1,0,1,0,2,1,0,0,3,1,1,2,0,0,0,1,2,0,0,1,0,0,0,0,1,1,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,0,2,1,2,1,0,1,0,0,1,2,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
431,3,0,3,5,3,2,0,1,0,1,3,1,0,0,0,0,2,3,0,2,0,3,1,0,0,3,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,1,0,0,2,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,2,0
432,3,0,3,5,3,2,0,1,0,1,3,1,0,0,0,0,2,3,0,2,0,3,1,0,0,3,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,1,0,0,2,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,2,0
433,9,9,0,2,1,6,1,5,5,1,1,2,3,5,4,0,2,0,3,1,3,0,1,4,3,0,0,2,0,0,2,3,2,0,0,2,0,1,3,0,4,0,0,0,0,0,0,0,3,0,2,2,1,1,0,3,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,1,2,0,0,2,0,2,2,4,0,2,0,0,0,0
434,9,9,0,2,1,6,1,5,5,1,1,2,3,5,4,0,2,0,3,1,3,0,1,4,3,0,0,2,0,0,2,3,2,0,0,2,0,1,3,0,4,0,0,0,0,0,0,0,3,0,2,2,1,1,0,3,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,1,2,0,0,2,0,2,2,4,0,2,0,0,0,0
435,3,0,3,2,3,0,0,1,0,2,2,2,0,0,0,2,0,0,0,0,0,3,1,1,0,3,1,0,0,0,0,0,0,4,0,0,1,0,0,0,1,1,1,0,0,4,2,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,2,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1
436,3,0,3,2,3,0,0,1,0,2,2,2,0,0,0,2,0,0,0,0,0,3,1,1,0,3,1,0,0,0,0,0,0,4,0,0,1,0,0,0,1,1,1,0,0,4,2,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,2,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1
437,1,0,3,2,3,1,1,2,0,2,1,2,0,0,0,3,0,0,0,0,0,1,1,1,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,3,2,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,1,0,1,0,0,1
438,1,0,3,2,3,1,1,2,0,2,1,2,0,0,0,3,0,0,0,0,0,1,1,1,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,3,2,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,1,0,1,0,0,1
439,1,4,5,3,3,3,2,1,6,4,1,2,1,1,0,1,0,4,7,1,0,2,3,1,1,0,0,1,2,0,0,0,3,0,0,0,0,1,1,0,2,1,1,0,0,0,0,2,2,0,2,1,1,0,0,0,0,0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,1,0,1,0,1,1,1,0,1
440,3,0,3,3,5,0,0,2,0,1,3,1,0,0,0,0,0,3,0,0,0,8,1,1,0,3,2,2,2,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,1,1,1,0,1,0,1,0
441,3,0,3,3,5,0,0,2,0,1,3,1,0,0,0,0,0,3,0,0,0,8,1,1,0,3,2,2,2,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,1,1,1,0,1,0,1,0
442,24,6,2,6,6,3,19,4,9,2,8,0,2,0,12,9,7,0,12,0,8,3,9,1,4,2,0,9,0,10,12,2,4,0,4,3,5,12,3,1,0,0,0,1,3,0,1,1,2,1,1,10,4,9,2,1,5,2,3,1,0,2,1,6,0,0,4,0,0,0,1,0,1,0,4,0,4,1,1,8,0,5,4,3,0,1,2,5,2,3,0,0,2,0,3,3,3,7,0,3
443,0,0,4,1,0,5,1,1,0,3,3,0,1,2,1,0,1,2,0,3,0,0,3,2,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,3,1,0,2,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,2,0,0,1,0,0,0,0,0,1,1,1,0,0,2,0,4,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0
444,0,0,4,1,0,5,1,1,0,3,3,0,1,2,1,0,1,2,0,3,0,0,3,2,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,3,1,0,2,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,2,0,0,1,0,0,0,0,0,1,1,1,0,0,2,0,4,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0
445,3,0,7,3,3,0,0,2,0,2,4,2,0,0,1,1,0,2,0,0,2,2,2,1,0,3,2,2,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1
446,3,0,7,3,3,0,0,2,0,2,4,2,0,0,1,1,0,2,0,0,2,2,2,1,0,3,2,2,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1
447,3,0,6,3,4,1,0,1,0,1,1,1,0,0,1,2,3,1,0,1,1,3,1,0,0,3,6,0,1,0,0,0,1,2,0,1,1,0,0,0,1,1,1,1,0,2,3,0,1,2,1,1,0,0,0,0,1,0,0,0,0,1,1,0,2,1,0,1,0,3,1,0,1,2,0,1,1,0,0,0,0,4,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0
448,3,0,6,3,4,1,0,1,0,1,1,1,0,0,1,2,3,1,0,1,1,3,1,0,0,3,6,0,1,0,0,0,1,2,0,1,1,0,0,0,1,1,1,1,0,2,3,0,1,2,1,1,0,0,0,0,1,0,0,0,0,1,1,0,2,1,0,1,0,3,1,0,1,2,0,1,1,0,0,0,0,4,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0
449,0,0,3,1,4,0,0,1,0,4,3,0,0,0,0,1,0,4,0,2,0,1,0,1,2,0,2,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,2,0,0,1,0,0,0,0,1,0,0,0,2,1
450,3,0,4,2,2,1,1,2,1,2,2,2,0,2,1,1,2,1,1,0,0,5,1,2,0,3,1,1,0,2,0,1,1,3,0,1,1,0,0,0,1,1,1,0,0,3,2,2,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,1,2,1,1,0,0,0,1,0,2,2,1,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,1,1,0,1,2,0,1,0,0,0
451,3,0,4,2,2,1,1,2,1,2,2,2,0,2,1,1,2,1,1,0,0,5,1,2,0,3,1,1,0,2,0,1,1,3,0,1,1,0,0,0,1,1,1,0,0,3,2,2,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,1,2,1,1,0,0,0,1,0,2,2,1,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,1,1,0,1,2,0,1,0,0,0
452,1,9,4,16,3,0,1,1,9,3,6,1,5,4,9,0,3,1,0,1,0,2,0,3,3,0,0,0,6,0,1,0,7,1,2,2,0,0,5,0,0,1,1,0,0,1,2,0,0,1,4,2,0,0,0,1,0,1,1,0,0,2,0,1,0,1,4,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,2,1,0,1,2,0,0,1
453,1,9,4,16,3,0,1,1,9,3,6,1,5,4,9,0,3,1,0,1,0,2,0,3,3,0,0,0,6,0,1,0,7,1,2,2,0,0,5,0,0,1,1,0,0,1,2,0,0,1,4,2,0,0,0,1,0,1,1,0,0,2,0,1,0,1,4,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,2,1,0,1,2,0,0,1
454,0,5,2,1,2,1,0,0,1,3,3,0,1,0,2,2,2,5,0,2,1,1,0,0,2,1,1,0,2,0,0,0,0,5,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,2,1,0,0,0,3,0,1,0,1,1,2,2,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
455,0,5,2,1,2,1,0,0,1,3,3,0,1,0,2,2,2,5,0,2,1,1,0,0,2,1,1,0,2,0,0,0,0,5,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,2,1,0,0,0,3,0,1,0,1,1,2,2,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
456,0,5,2,1,2,1,0,0,1,3,3,0,1,0,2,2,2,5,0,2,1,1,0,0,2,1,1,0,2,0,0,0,0,5,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,2,1,0,0,0,3,0,1,0,1,1,2,2,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
457,0,6,2,5,3,2,0,0,0,2,2,0,2,0,2,2,1,6,0,3,0,3,2,0,0,1,0,0,3,0,0,0,1,6,0,0,0,0,1,0,2,2,2,0,0,1,0,0,0,2,0,2,0,1,0,0,1,0,0,1,0,2,4,0,0,1,2,4,3,0,1,0,2,2,0,3,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,2,0,2,1
458,0,6,2,5,3,2,0,0,0,2,2,0,2,0,2,2,1,6,0,3,0,3,2,0,0,1,0,0,3,0,0,0,1,6,0,0,0,0,1,0,2,2,2,0,0,1,0,0,0,2,0,2,0,1,0,0,1,0,0,1,0,2,4,0,0,1,2,4,3,0,1,0,2,2,0,3,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,2,0,2,1
459,3,0,7,3,4,5,0,1,1,2,5,1,0,0,0,0,0,0,0,1,3,4,2,1,0,3,0,1,1,0,0,0,0,3,0,4,1,0,0,0,3,1,1,0,0,3,2,0,1,2,0,2,0,1,0,0,1,0,0,1,0,1,2,1,3,2,0,2,0,0,5,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
460,3,0,7,3,4,5,0,1,1,2,5,1,0,0,0,0,0,0,0,1,3,4,2,1,0,3,0,1,1,0,0,0,0,3,0,4,1,0,0,0,3,1,1,0,0,3,2,0,1,2,0,2,0,1,0,0,1,0,0,1,0,1,2,1,3,2,0,2,0,0,5,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
