articles,million,bhd,said,share,year,wa,petrona,ha,price,market,stock,group,thi,compani,billion,sen,malaysia,contract,oil,s,us,trade,profit,expect,ga,includ,project,also,research,today,per,net,klci,point,valu,sdn,develop,last,earn,revenu,valuat,kuala,fbm,lumpur,end,hold,time,higher,activ,quarter,financi,servic,lower,close,base,say,new,bank,may,first,fundament,oper,investor,current,would,note,bursa,due,index,secur,invest,rose,accord,gainer,2015,ad,fell,product,industri,busi,counter,posit,edg,score,two,rate,corp,gain,construct,could,capit,remain,manag,percent,local,offshor,one,announc,asset,report
117,14,1,1,1,6,1,1,1,0,1,1,4,0,2,1,0,2,1,8,3,0,0,6,0,7,0,1,3,1,1,0,2,0,0,1,0,1,4,0,6,2,1,0,1,2,1,0,3,0,4,3,0,3,1,2,0,1,0,0,0,2,5,0,3,0,1,1,4,0,1,0,0,1,0,2,0,0,0,0,2,0,0,1,3,0,0,0,0,4,0,0,0,1,0,1,1,0,0,1,3
118,83,30,11,25,26,6,2,18,2,3,2,15,4,10,8,28,9,18,2,16,2,0,25,7,1,3,10,4,1,11,24,24,0,1,3,10,10,6,5,21,2,2,0,2,14,9,3,7,2,24,9,7,10,0,4,0,4,6,1,5,2,5,0,0,1,1,9,6,0,1,0,4,1,0,13,2,3,6,0,2,0,2,1,3,3,0,7,4,11,1,0,2,1,0,3,1,0,3,0,1
119,2,1,6,1,2,1,1,1,0,4,1,6,2,2,1,2,3,11,0,4,1,1,1,3,0,0,8,3,1,2,0,0,0,0,2,0,4,0,0,0,2,1,0,1,0,0,1,0,0,0,0,1,0,0,2,0,3,0,0,2,2,0,0,0,0,1,1,1,0,5,0,0,2,0,0,4,1,0,0,0,0,1,1,3,2,0,1,0,5,0,0,0,2,0,1,0,1,0,0,0
120,2,1,3,2,0,0,8,0,1,1,2,1,0,3,2,1,1,5,0,1,1,0,1,0,0,0,1,1,1,3,0,0,0,0,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
121,0,6,1,2,0,4,2,1,1,1,1,1,0,1,2,0,2,0,1,4,0,0,1,0,0,3,0,1,2,0,0,0,5,1,1,0,0,0,0,0,2,1,1,1,0,2,0,1,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
122,23,3,7,2,3,3,2,3,0,4,1,9,1,1,0,2,0,5,3,1,1,0,3,5,2,1,1,3,1,2,0,0,0,0,2,1,0,0,1,1,2,1,0,1,2,0,4,0,1,0,1,2,5,1,2,0,6,0,0,1,2,6,0,3,0,6,0,2,0,0,0,0,0,0,6,1,2,1,0,2,0,2,1,3,0,13,1,0,1,0,0,2,0,0,0,2,0,0,0,0
123,0,2,3,5,0,2,2,0,6,2,2,0,0,1,1,1,2,1,5,4,7,1,1,1,3,0,1,1,1,3,0,0,0,0,1,0,2,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,1,1,2,0,0,1,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,3,1,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
124,31,16,17,10,12,10,6,5,6,2,1,6,2,18,12,7,12,1,3,14,3,1,11,7,1,1,9,1,1,13,10,13,0,0,3,4,5,3,2,12,2,1,0,1,4,4,2,7,1,6,0,5,5,2,4,2,0,0,4,0,2,6,0,5,2,1,6,5,0,0,4,1,2,0,4,2,5,2,1,2,0,2,1,3,6,1,3,0,3,2,4,1,2,0,1,2,3,4,2,2
125,2,12,0,1,2,5,1,2,0,1,1,0,3,3,0,2,3,0,0,2,0,1,1,0,0,1,0,2,1,1,0,0,0,0,1,9,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,3,0,1,2,0,2,0,1,0,2,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,1,3,0,0,1,0,0,0,0,1,6,0,0,5,1,0,0,0
126,3,6,7,1,0,0,4,1,0,2,1,3,1,9,4,1,1,0,1,9,2,0,1,1,0,0,8,3,1,1,1,0,0,1,1,4,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,2,0,0,3,0,1,1,0,0,0,1,0,0,0,0,1,0,4,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
127,8,3,5,3,3,1,1,0,0,2,1,0,1,2,3,3,2,0,2,1,0,1,7,1,1,0,6,1,1,2,2,3,0,0,2,0,0,2,0,5,2,1,0,1,1,1,1,2,1,4,0,2,3,0,2,0,2,0,1,0,2,3,0,2,0,1,1,4,0,0,0,0,0,0,1,1,2,0,1,4,0,0,1,3,0,0,0,0,0,0,0,2,1,0,0,6,1,0,1,0
128,1,4,7,1,7,3,1,2,3,0,1,0,4,3,0,1,0,0,1,2,0,0,1,9,0,0,0,4,6,2,0,0,0,0,1,0,1,1,3,2,2,1,0,1,0,2,3,5,0,0,2,0,3,0,3,0,1,4,0,0,2,2,0,0,2,8,0,2,0,0,4,0,0,0,0,4,0,0,0,0,0,0,1,3,0,16,0,1,1,1,0,1,0,0,0,0,0,0,0,1
129,4,1,0,2,1,2,1,1,1,0,0,1,3,1,0,0,0,4,0,0,0,1,3,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,4,0,0,3,1,0,1,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
130,1,25,5,1,0,1,2,0,1,1,3,3,0,1,0,0,0,0,1,3,1,1,1,2,1,4,0,1,2,2,0,1,3,2,1,0,0,1,0,0,2,2,3,2,1,2,0,0,1,0,0,1,0,0,2,0,0,1,1,0,2,0,0,0,0,1,0,0,1,1,0,3,1,1,0,0,0,0,2,0,0,1,1,3,0,2,0,2,0,0,1,0,0,0,3,0,0,0,0,0
131,3,6,0,2,1,2,3,4,1,0,1,0,2,7,0,0,0,5,2,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,3,2,0,0,1,1,0,0,0,0,0,4,1,0,0,1,3,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
132,1,3,6,1,1,3,4,2,0,0,1,2,7,2,1,0,10,0,5,1,1,0,1,1,2,0,7,2,1,1,1,0,0,0,1,2,3,1,0,0,2,1,0,1,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,5,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,2,0,0,1,1,3,1,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0
133,4,7,1,0,4,0,1,5,5,3,2,2,6,5,2,0,1,6,17,0,7,0,0,4,3,1,0,5,1,0,6,0,0,1,0,4,2,1,0,3,0,0,0,0,0,1,0,2,1,0,1,2,1,0,0,0,2,0,1,2,0,4,1,1,2,0,0,1,0,2,1,0,0,0,2,0,1,6,0,0,0,0,0,0,1,2,1,0,1,6,0,0,1,0,0,0,0,0,0,1
134,19,16,9,23,9,2,2,10,10,5,3,8,4,9,1,6,10,2,1,0,2,3,4,6,1,3,2,4,1,7,7,3,0,0,1,5,1,2,0,2,2,1,0,1,2,4,0,2,1,3,2,0,0,0,5,0,1,0,4,0,2,4,1,1,0,2,13,0,0,1,0,0,2,0,5,0,0,1,0,2,0,0,1,3,1,0,3,1,4,1,4,1,0,0,1,0,0,4,1,1
135,2,4,1,1,0,0,2,1,0,1,1,3,0,1,0,1,1,2,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
136,0,1,2,0,10,4,1,6,5,11,4,1,4,3,16,0,19,0,4,0,14,2,1,3,1,3,0,10,2,0,0,6,1,6,1,0,2,5,1,2,0,0,1,0,1,5,5,2,0,1,3,3,1,1,0,17,2,14,1,3,2,1,4,10,4,2,1,1,1,1,3,0,1,0,4,3,1,2,1,0,0,4,0,0,1,8,0,3,0,5,3,0,0,0,3,1,5,1,3,1
137,3,2,0,0,0,1,1,2,0,0,1,0,1,1,1,0,0,0,1,0,2,2,1,1,0,1,1,1,0,0,0,2,0,0,1,0,0,1,0,5,1,0,0,0,0,0,2,1,1,0,0,0,1,1,1,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,2,0,4,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,3,0,1,0,0
138,4,3,3,1,2,0,1,3,2,2,1,7,1,1,2,1,1,1,5,6,5,1,1,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
139,1,3,5,3,2,1,2,0,1,1,1,0,3,2,0,1,0,1,0,2,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
140,2,4,4,3,1,2,3,1,2,0,1,3,2,0,0,1,1,7,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,1,2,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0
141,15,31,20,4,12,5,3,10,4,6,1,13,10,5,1,1,7,12,0,4,4,1,6,7,0,7,13,1,1,9,2,4,0,2,4,7,7,0,5,0,5,1,0,0,6,5,2,0,2,2,4,2,0,0,5,2,6,0,2,4,5,1,0,1,0,2,5,0,0,2,0,0,1,0,6,7,0,2,0,3,0,4,2,3,2,2,3,0,6,0,2,1,2,0,1,0,2,2,3,3
142,3,3,7,2,4,0,1,0,0,1,2,5,1,2,1,2,0,2,1,3,0,0,1,1,1,1,10,1,1,1,0,1,0,0,1,1,1,0,1,0,3,1,0,1,3,1,0,0,2,0,1,0,0,0,2,0,2,0,0,1,3,0,0,0,2,1,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0,4,0,0,0,1,0,2,0,0,0,1,0
143,6,2,2,4,7,2,3,1,1,1,1,3,1,1,6,9,1,0,0,1,0,0,6,1,6,0,0,1,1,2,3,3,0,0,1,0,0,3,0,4,3,1,0,1,2,0,0,1,0,2,2,1,2,1,3,0,0,0,0,0,3,0,0,0,0,2,1,3,0,0,1,0,1,0,4,2,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
144,16,4,0,0,12,2,1,5,0,1,1,8,4,5,4,0,1,10,3,0,1,0,3,1,3,0,1,2,3,0,0,1,0,0,2,2,4,6,5,2,3,1,0,1,2,2,0,0,1,2,1,0,0,0,2,9,1,0,1,2,3,0,0,2,0,1,0,0,0,7,0,0,0,0,2,0,0,0,0,6,0,0,3,3,1,2,1,0,10,0,0,0,3,0,0,0,0,1,0,1
145,3,2,2,3,3,3,3,2,7,2,2,0,0,3,0,3,1,1,3,1,1,0,2,2,0,0,3,3,2,0,3,0,0,0,1,0,1,0,4,3,3,1,0,1,0,0,1,0,2,0,1,3,2,0,5,0,2,0,0,1,3,0,0,3,2,2,0,1,0,1,0,0,1,0,0,2,0,1,0,0,0,0,1,3,0,0,0,0,0,1,0,5,2,0,1,0,0,0,0,0
146,9,3,3,2,5,4,1,2,2,1,3,3,0,1,0,3,1,0,0,3,0,4,3,0,0,0,0,2,2,0,0,2,0,1,2,0,0,3,1,2,3,1,0,1,1,0,1,1,0,1,2,0,0,0,2,0,0,0,0,0,3,0,1,2,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
147,0,3,3,1,4,0,1,2,0,1,1,3,2,1,5,1,1,0,0,2,0,0,2,3,1,0,0,1,1,2,0,1,0,0,1,0,0,0,0,2,3,1,0,1,1,2,1,0,0,0,2,0,1,1,2,0,0,0,1,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
148,1,1,5,2,0,3,1,0,1,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,0,2,2,1,0,0,3,2,1,6,1,1,2,2,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,3,0,0,0,0,2,0,2,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,5,2,3,1,2,5,1,1,1,3,1,3,2,1,2,3,2,3,0,1,0,1,4,0,1,0,8,2,1,1,1,1,0,0,4,0,1,0,1,2,3,1,0,1,2,1,0,5,0,3,1,1,1,0,2,0,1,0,0,1,3,3,0,3,1,1,1,3,0,1,0,1,1,0,1,1,0,0,0,6,0,0,1,3,0,0,0,0,0,0,0,1,2,0,1,5,1,0,0,1
151,1,3,0,1,2,0,1,2,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
152,23,30,18,4,14,10,1,7,5,0,1,18,5,6,4,6,12,1,1,5,0,2,7,5,1,0,2,5,1,9,6,6,0,1,1,0,7,2,4,7,13,2,0,2,8,0,0,0,2,8,9,4,3,0,3,0,1,3,2,4,13,6,0,3,0,1,5,4,0,1,6,0,1,0,11,0,0,1,1,5,0,0,1,3,1,1,4,2,2,1,2,0,8,0,1,7,1,1,0,1
153,0,0,0,1,2,1,1,2,2,4,3,1,5,0,0,0,2,0,1,0,4,2,0,0,0,0,2,1,0,0,1,3,2,1,1,0,0,4,1,0,3,0,2,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,2,1,3,0,0,0,0,1,2,0,1,1,0,1,1,0,0,0,0,0,0,0,1,4,1,3,1,8,0,0,1,3,0,0,1,0,0,0,0,0
154,0,1,4,0,6,1,2,0,0,0,1,1,3,1,3,0,3,0,1,2,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
155,13,4,7,8,7,4,1,7,1,1,1,3,2,7,0,2,3,2,1,0,0,0,1,1,1,1,0,3,1,0,0,0,0,0,2,1,1,3,0,0,2,1,0,1,2,0,1,0,0,0,2,0,1,0,2,0,0,1,0,1,2,2,0,1,0,0,2,0,0,1,0,0,2,0,1,0,0,0,2,0,1,2,2,3,0,0,0,0,0,0,0,0,2,0,0,12,1,1,0,1
156,0,11,2,3,9,1,1,13,11,7,12,7,8,3,0,0,5,0,9,0,1,4,0,8,2,2,0,4,4,0,5,0,9,8,0,2,1,6,0,0,9,0,9,0,2,0,8,0,0,2,1,2,2,2,0,14,1,19,7,1,4,2,1,8,1,1,0,3,4,2,4,0,2,0,2,0,1,1,3,0,0,3,3,0,1,9,0,4,0,2,4,0,3,0,2,0,3,1,0,0
157,2,3,0,2,2,1,1,1,0,1,2,0,1,2,1,1,1,0,0,2,0,1,1,0,0,0,0,1,1,2,0,0,1,0,1,1,0,1,0,0,3,1,1,1,1,1,0,0,0,0,2,0,0,0,2,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,5,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6
158,0,4,7,0,1,1,5,5,0,1,1,3,1,3,2,0,0,0,0,0,0,0,1,1,0,1,8,2,1,0,0,0,0,1,3,1,7,0,0,0,4,2,0,2,0,4,0,0,0,0,2,1,0,1,2,0,2,0,0,3,4,0,0,0,0,0,0,2,0,2,1,0,1,0,1,0,0,0,0,0,0,0,2,3,3,0,0,0,2,0,0,0,1,0,0,0,1,0,1,2
159,14,22,12,20,8,9,5,7,4,1,1,5,6,6,2,8,5,3,1,4,0,0,1,6,1,1,4,4,1,11,6,2,0,0,1,7,1,2,2,0,10,1,0,1,2,2,1,1,0,0,3,6,0,3,3,0,2,5,1,1,11,5,0,1,1,1,2,0,0,0,2,0,4,0,3,0,0,2,0,4,0,1,3,3,2,0,4,0,1,1,7,3,1,0,0,1,0,6,2,4
160,1,3,4,2,3,0,9,1,0,1,1,1,3,2,3,1,0,0,0,2,1,0,1,1,0,0,3,1,1,2,0,0,0,0,1,1,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
161,0,1,2,1,0,0,1,1,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,11,4,5,2,2,3,2,7,2,0,1,1,4,7,0,3,0,2,3,0,1,0,2,0,3,0,0,4,1,0,2,2,0,0,1,1,0,2,1,2,3,1,0,1,1,0,2,0,0,0,4,2,0,0,2,0,4,1,0,1,3,2,0,1,0,0,0,4,0,0,0,0,0,0,3,1,1,0,0,8,0,2,3,3,3,3,0,0,0,0,1,1,0,0,0,6,1,0,2,2
163,1,5,3,1,1,0,7,6,1,1,1,3,0,2,7,0,1,2,5,2,0,0,1,2,2,1,3,3,1,2,0,0,0,0,1,1,0,1,1,0,4,1,0,1,0,1,2,0,0,3,2,1,0,2,3,0,0,0,0,2,4,0,0,1,3,3,0,1,0,1,0,0,0,0,1,2,0,0,0,1,0,1,1,3,1,7,1,0,0,3,1,1,1,0,0,2,0,0,0,0
164,6,3,9,1,5,0,1,0,0,6,1,7,6,4,0,1,2,1,2,0,1,0,2,2,1,0,0,4,1,1,0,1,0,0,1,2,0,0,0,6,3,2,0,2,1,1,0,0,0,0,4,1,0,1,3,1,2,0,0,1,3,0,0,4,1,0,0,0,0,1,2,0,0,0,2,1,0,5,3,1,0,0,3,3,2,0,0,0,0,0,0,0,1,0,4,0,3,0,0,0
165,6,11,1,0,1,4,2,2,5,10,2,6,4,3,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,0,1,1,0,0,0,8,13,3,0,0,0,4,0,4,1,3,2,3,1,1,1,7,0,1,0,16,1,0,1,4,0,4,0,4,2,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,1,0,3,0,1,0,1,0,0,0,2,0,1,1,2,0,1,1
166,30,21,5,14,12,7,1,5,3,2,2,6,2,2,10,16,6,1,1,2,0,1,12,0,1,2,2,5,1,3,9,11,0,0,1,2,0,0,2,11,12,1,0,1,7,3,0,3,0,13,2,1,3,0,3,0,1,0,0,0,12,1,0,0,1,3,3,4,0,0,1,0,0,0,0,1,2,0,2,0,0,0,1,5,1,0,1,0,0,1,0,1,0,0,1,5,1,2,0,0
167,4,5,1,2,6,9,6,5,3,0,1,0,3,6,2,1,1,6,10,0,3,1,1,0,3,2,1,4,0,0,2,1,0,1,1,2,0,7,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,5,0,5,0,1,0,3,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,1,0,1,0,0,0,0,4,2,0,0,0,1,1,1,0,4,0
168,2,3,3,0,5,0,2,3,0,2,1,1,1,2,0,2,1,9,1,2,0,0,1,2,1,2,0,1,1,2,0,1,0,0,1,2,0,0,1,0,3,1,0,1,1,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,3,2,0,2,0,1,1,0,0,0,0,0,1,0,1,2,0,0,2,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,8,2,1,1,0
169,2,7,7,0,3,3,13,1,8,1,1,2,1,3,1,1,1,5,15,0,8,1,1,1,1,1,8,5,1,0,6,0,0,0,2,4,5,5,1,0,3,1,0,1,0,1,2,2,0,0,3,3,3,1,2,2,1,0,0,2,3,2,0,2,5,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,3,3,1,0,0,0,0,3,1,0,1,0,0,0,4,2,0,0
170,5,5,1,2,7,1,4,1,2,0,1,0,2,1,0,1,1,10,1,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,3,0,2,1,0,3,1,0,1,0,0,0,2,0,0,2,3,0,0,2,0,0,0,0,0,2,0,0,0,0,3,1,0,0,4,0,1,0,0,3,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
171,37,22,10,21,19,3,4,4,7,1,1,6,0,3,12,10,9,5,1,4,4,0,8,2,4,3,0,2,1,5,14,6,0,1,2,4,3,2,2,9,11,1,0,1,10,3,0,2,0,7,7,2,2,0,4,0,3,0,2,0,10,2,0,0,0,1,5,3,0,0,0,3,0,0,3,1,1,2,0,1,0,0,1,3,2,0,0,1,0,1,0,0,0,0,0,0,3,4,0,0
172,2,4,1,0,4,1,4,2,1,1,1,0,0,1,0,1,1,5,2,1,2,0,1,0,0,0,1,2,1,1,1,0,0,0,1,2,0,2,0,1,3,1,0,1,0,0,3,1,0,0,0,3,0,1,2,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
173,4,1,1,3,7,0,2,0,1,1,1,0,1,2,6,4,1,0,0,1,0,0,6,2,10,0,0,2,1,1,2,1,0,0,1,0,0,1,2,5,3,1,0,1,1,0,0,6,0,1,1,0,1,1,2,0,2,0,0,0,3,0,0,0,0,3,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,1,3,2,0,0,0,1,1,0,1,1,0,0,1,0,1,1,4,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,2,2,0,0,0,0,3,1,0,1,1,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0,2,1,0,2,3,1,0,0,1,1,0,1,1,0,0,2,0,0,1,0,0,1,2,1,0,1,1,1,1,1,0,0,0,1,1,1,2,0,0,3,1,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,1,2,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
